pm10,so2,co,o3,no2,categori
68.0,27.0,11.0,27.0,22.0,TIDAK SEHAT
71.0,28.0,12.0,34.0,25.0,TIDAK SEHAT
56.0,26.0,9.0,29.0,29.0,SEDANG
64.0,34.0,10.0,22.0,27.0,SEDANG
68.0,32.0,10.0,26.0,26.0,SEDANG
70.0,33.0,9.0,28.0,25.0,TIDAK SEHAT
64.0,35.0,7.0,24.0,23.0,SEDANG
54.0,32.0,6.0,21.0,15.0,SEDANG
46.0,29.0,5.0,18.0,13.0,SEDANG
63.0,33.0,10.0,18.0,24.0,SEDANG
53.0,28.0,10.0,17.0,23.0,SEDANG
66.0,31.0,12.0,24.0,30.0,SEDANG
71.0,30.0,11.0,24.0,29.0,SEDANG
63.0,29.0,8.0,28.0,20.0,SEDANG
63.0,31.0,8.0,32.0,19.0,SEDANG
66.0,26.0,10.0,32.0,28.0,SEDANG
74.0,27.0,15.0,24.0,24.0,SEDANG
48.0,27.0,7.0,26.0,17.0,SEDANG
53.0,31.0,9.0,24.0,26.0,SEDANG
58.0,26.0,9.0,27.0,28.0,SEDANG
53.0,26.0,13.0,21.0,34.0,SEDANG
70.0,25.0,23.0,28.0,38.0,TIDAK SEHAT
65.0,27.0,14.0,17.0,32.0,SEDANG
61.0,29.0,10.0,23.0,28.0,SEDANG
68.0,31.0,13.0,20.0,30.0,TIDAK SEHAT
59.0,28.0,13.0,24.0,32.0,SEDANG
73.0,29.0,12.0,39.0,35.0,TIDAK SEHAT
54.0,26.0,7.0,27.0,24.0,SEDANG
51.0,25.0,8.0,29.0,22.0,SEDANG
47.0,24.0,10.0,25.0,28.0,SEDANG
50.0,26.0,11.0,19.0,35.0,SEDANG
52.0,29.0,8.0,24.0,26.0,SEDANG
52.0,29.0,9.0,21.0,27.0,SEDANG
56.0,28.0,15.0,11.0,28.0,SEDANG
55.0,31.0,7.0,18.0,18.0,SEDANG
53.0,33.0,6.0,23.0,16.0,SEDANG
52.0,30.0,6.0,25.0,15.0,SEDANG
32.0,25.0,7.0,29.0,16.0,BAIK
55.0,25.0,10.0,24.0,25.0,SEDANG
55.0,28.0,8.0,20.0,19.0,SEDANG
56.0,28.0,10.0,17.0,28.0,SEDANG
65.0,30.0,15.0,24.0,36.0,SEDANG
56.0,31.0,8.0,17.0,20.0,SEDANG
53.0,30.0,8.0,17.0,19.0,SEDANG
56.0,28.0,13.0,26.0,22.0,SEDANG
59.0,25.0,11.0,27.0,26.0,SEDANG
60.0,31.0,15.0,24.0,35.0,SEDANG
58.0,29.0,11.0,32.0,34.0,SEDANG
59.0,25.0,13.0,26.0,35.0,SEDANG
59.0,28.0,14.0,25.0,28.0,SEDANG
56.0,28.0,10.0,25.0,27.0,SEDANG
59.0,27.0,12.0,32.0,30.0,SEDANG
62.0,26.0,12.0,34.0,34.0,SEDANG
56.0,27.0,10.0,22.0,33.0,SEDANG
62.0,30.0,11.0,25.0,31.0,SEDANG
65.0,26.0,11.0,40.0,27.0,SEDANG
65.0,28.0,12.0,30.0,29.0,SEDANG
79.0,27.0,17.0,39.0,41.0,TIDAK SEHAT
64.0,27.0,12.0,35.0,33.0,SEDANG
63.0,29.0,15.0,24.0,38.0,SEDANG
60.0,29.0,11.0,30.0,28.0,SEDANG
60.0,27.0,11.0,37.0,30.0,SEDANG
58.0,26.0,10.0,31.0,28.0,SEDANG
63.0,27.0,11.0,28.0,28.0,SEDANG
68.0,31.0,11.0,26.0,24.0,SEDANG
52.0,28.0,9.0,19.0,24.0,SEDANG
53.0,25.0,16.0,23.0,34.0,SEDANG
45.0,25.0,12.0,27.0,31.0,SEDANG
51.0,27.0,10.0,25.0,32.0,SEDANG
66.0,32.0,12.0,34.0,41.0,SEDANG
61.0,26.0,10.0,28.0,27.0,SEDANG
51.0,29.0,8.0,23.0,21.0,SEDANG
31.0,24.0,8.0,20.0,19.0,BAIK
54.0,29.0,20.0,20.0,45.0,SEDANG
48.0,29.0,9.0,23.0,24.0,SEDANG
42.0,29.0,7.0,26.0,20.0,SEDANG
50.0,29.0,8.0,23.0,22.0,SEDANG
53.0,26.0,8.0,33.0,19.0,SEDANG
51.0,27.0,10.0,25.0,34.0,SEDANG
55.0,28.0,11.0,29.0,36.0,SEDANG
57.0,29.0,11.0,24.0,32.0,SEDANG
54.0,29.0,8.0,27.0,22.0,SEDANG
57.0,34.0,8.0,20.0,26.0,SEDANG
49.0,31.0,7.0,24.0,20.0,SEDANG
52.0,28.0,6.0,28.0,19.0,SEDANG
51.0,27.0,12.0,22.0,33.0,SEDANG
45.0,25.0,9.0,24.0,28.0,SEDANG
54.0,26.0,12.0,29.0,38.0,SEDANG
63.0,27.0,13.0,38.0,37.0,SEDANG
57.0,30.0,11.0,32.0,38.0,SEDANG
67.0,32.0,11.0,30.0,35.0,SEDANG
70.0,29.0,10.0,28.0,28.0,SEDANG
58.0,30.0,11.0,34.0,29.0,SEDANG
55.0,29.0,11.0,30.0,33.0,SEDANG
60.0,38.0,10.0,26.0,35.0,SEDANG
45.0,29.0,9.0,21.0,28.0,SEDANG
54.0,33.0,11.0,24.0,35.0,SEDANG
52.0,27.0,9.0,32.0,29.0,SEDANG
58.0,26.0,9.0,38.0,26.0,SEDANG
59.0,29.0,10.0,35.0,30.0,SEDANG
56.0,37.0,9.0,23.0,35.0,SEDANG
52.0,28.0,8.0,25.0,31.0,SEDANG
64.0,33.0,11.0,35.0,35.0,SEDANG
75.0,29.0,12.0,34.0,37.0,TIDAK SEHAT
66.0,28.0,15.0,32.0,44.0,SEDANG
65.0,34.0,11.0,36.0,30.0,SEDANG
44.0,25.0,9.0,19.0,26.0,SEDANG
41.0,29.0,14.0,15.0,30.0,SEDANG
33.0,29.0,10.0,21.0,27.0,SEDANG
45.0,25.0,9.0,28.0,32.0,SEDANG
64.0,31.0,18.0,19.0,48.0,SEDANG
57.0,29.0,10.0,20.0,36.0,SEDANG
58.0,27.0,11.0,28.0,36.0,SEDANG
62.0,27.0,14.0,33.0,37.0,SEDANG
55.0,29.0,14.0,23.0,43.0,SEDANG
55.0,29.0,15.0,22.0,39.0,SEDANG
51.0,28.0,16.0,22.0,39.0,SEDANG
50.0,31.0,19.0,18.0,35.0,SEDANG
48.0,31.0,12.0,25.0,40.0,SEDANG
53.0,27.0,11.0,32.0,32.0,SEDANG
58.0,32.0,16.0,22.0,41.0,SEDANG
50.0,29.0,14.0,22.0,35.0,SEDANG
49.0,33.0,13.0,21.0,38.0,SEDANG
57.0,30.0,17.0,34.0,47.0,SEDANG
56.0,31.0,19.0,18.0,46.0,SEDANG
55.0,30.0,13.0,22.0,40.0,SEDANG
38.0,27.0,8.0,23.0,25.0,SEDANG
38.0,29.0,18.0,15.0,32.0,SEDANG
55.0,32.0,14.0,17.0,38.0,SEDANG
38.0,28.0,10.0,16.0,25.0,SEDANG
41.0,48.0,12.0,13.0,15.0,SEDANG
32.0,31.0,10.0,16.0,9.0,BAIK
51.0,36.0,16.0,27.0,12.0,SEDANG
42.0,29.0,11.0,18.0,7.0,SEDANG
27.0,30.0,8.0,16.0,7.0,BAIK
31.0,31.0,8.0,11.0,6.0,BAIK
55.0,50.0,13.0,15.0,9.0,SEDANG
55.0,43.0,18.0,19.0,13.0,SEDANG
28.0,31.0,7.0,16.0,5.0,BAIK
28.0,33.0,7.0,13.0,6.0,BAIK
41.0,33.0,15.0,16.0,6.0,SEDANG
27.0,32.0,7.0,14.0,5.0,BAIK
20.0,32.0,7.0,13.0,5.0,BAIK
23.0,30.0,8.0,12.0,6.0,BAIK
39.0,34.0,10.0,11.0,7.0,SEDANG
34.0,32.0,12.0,9.0,7.0,SEDANG
30.0,30.0,10.0,8.0,5.0,BAIK
19.0,29.0,5.0,14.0,4.0,BAIK
23.0,30.0,7.0,12.0,5.0,BAIK
29.0,31.0,9.0,18.0,7.0,BAIK
49.0,33.0,13.0,15.0,12.0,SEDANG
28.0,31.0,7.0,15.0,5.0,BAIK
49.0,9.0,19.0,7.0,49.0,BAIK
39.0,35.0,13.0,15.0,9.0,SEDANG
41.0,39.0,15.0,15.0,9.0,SEDANG
60.0,55.0,23.0,18.0,11.0,SEDANG
30.0,34.0,12.0,16.0,9.0,BAIK
45.0,33.0,17.0,18.0,10.0,SEDANG
33.0,36.0,10.0,21.0,11.0,BAIK
46.0,43.0,14.0,19.0,12.0,SEDANG
28.0,33.0,8.0,24.0,9.0,BAIK
44.0,32.0,17.0,15.0,7.0,SEDANG
31.0,34.0,10.0,13.0,6.0,BAIK
46.0,46.0,15.0,16.0,10.0,SEDANG
58.0,43.0,19.0,20.0,14.0,SEDANG
56.0,39.0,20.0,24.0,16.0,SEDANG
53.0,42.0,18.0,24.0,15.0,SEDANG
51.0,39.0,18.0,22.0,10.0,SEDANG
58.0,38.0,24.0,33.0,15.0,SEDANG
52.0,39.0,13.0,23.0,11.0,SEDANG
52.0,41.0,19.0,22.0,17.0,SEDANG
63.0,56.0,28.0,25.0,19.0,SEDANG
56.0,57.0,18.0,20.0,18.0,SEDANG
34.0,53.0,15.0,17.0,11.0,SEDANG
53.0,56.0,17.0,17.0,9.0,SEDANG
35.0,51.0,11.0,22.0,10.0,SEDANG
52.0,61.0,15.0,20.0,15.0,SEDANG
51.0,53.0,15.0,18.0,13.0,SEDANG
31.0,54.0,10.0,24.0,11.0,SEDANG
55.0,53.0,16.0,23.0,14.0,SEDANG
62.0,52.0,23.0,20.0,14.0,SEDANG
